Postcode,Avg asking price,Avg blended ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¡ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂª/sqft,Sales per month,Turnover (sale),Avg asking rent (pm),Avg yield,3yr,Crime rate,Avg. household income,Social rent
NW6 7,"616,234",787,11,11%,"2,059",4.00%,-8%,192,"58,200",26%
NW7 1,"623,940",652,7,5%,"2,233",4.30%,45%,143,"60,200",9%
NW7 2,"705,654",610,2,3%,"1,888",3.20%,-1%,78,"60,700",6%
NW7 3,"626,316",581,5,10%,"1,760",3.40%,3%,92,"57,800",8%
NW7 4,"1,265,829",690,3,8%,,,10%,64,"62,200",8%
NW8 0,"1,747,395","1,145",3,4%,"4,901",3.40%,-4%,75,"59,300",27%
NW8 6,"1,798,786","1,211",3,5%,"5,989",4.00%,3%,106,"73,200",16%
NW8 7,"1,734,374","1,393",5,5%,"6,240",4.30%,5%,110,"74,000",14%
NW8 8,"854,340",998,2,3%,"4,833",6.80%,-30%,136,"47,100",36%
NW8 9,"1,078,144","1,105",5,3%,"3,781",4.20%,-2%,65,"67,800",14%
NW9 0,"482,040",572,4,4%,,,-26%,89,"57,700",15%
NW9 5,"405,020",584,6,4%,"1,888",5.60%,89%,152,"51,400",34%
NW9 6,"445,840",572,3,8%,"2,264",6.10%,3%,167,"54,600",16%
NW9 7,"475,395",604,5,5%,"1,988",5.00%,-43%,125,"52,200",16%
NW9 8,"637,748",572,4,6%,,,,99,"52,500",17%
NW9 9,"500,729",559,3,7%,,,170%,114,"58,000",12%
OL1 2,"303,214",246,2,12%,,,23%,1,"32,200",20%
OL1 3,,127,,,,,146%,,"28,000",46%
OL1 4,"194,298",199,5,29%,,,21%,,"36,300",24%
OL10 1,"253,606",217,3,14%,,,24%,1,"34,600",14%
OL10 2,"344,510",248,4,6%,,,,,"40,300",11%
OL10 3,"180,293",198,7,29%,,,2%,,"34,200",36%
OL10 4,"185,285",190,6,15%,,,18%,,"37,200",21%
OL11 2,"206,359",219,7,18%,,,-8%,,"38,000",24%
OL11 3,"239,021",199,5,13%,,,28%,1,"35,600",14%
OL11 4,"345,123",231,4,13%,,,11%,,"38,300",15%
OL11 5,"313,289",258,7,8%,,,11%,,"45,600",8%
OL12 0,"178,662",151,6,37%,,,14%,,"34,700",19%
OL12 6,"241,247",205,7,27%,,,29%,,"35,800",10%
OL12 7,"289,107",245,10,17%,,,20%,,"43,600",8%
OL12 8,"214,370",195,8,16%,,,13%,94,"38,400",8%
OL12 9,"216,586",208,9,36%,,,14%,,"36,600",10%
OL13 0,"171,594",150,5,16%,,,9%,157,"36,800",13%
OL13 8,"236,643",158,4,12%,,,,104,"37,400",6%
OL13 9,"239,219",197,6,12%,,,21%,118,"37,600",11%
OL14 5,"170,775",159,4,28%,,,23%,142,"34,700",14%
OL14 6,"288,842",191,4,20%,,,22%,63,"36,800",4%
OL14 7,"326,917",180,3,14%,,,43%,150,"34,900",4%
OL14 8,"255,796",191,4,14%,,,6%,90,"35,000",5%
OL15 0,"383,491",248,3,9%,,,-16%,1,"46,300",3%
OL15 8,"247,090",241,7,22%,,,-3%,1,"42,700",7%
OL15 9,"218,514",214,7,52%,,,6%,,"39,700",8%
OL16 2,"209,510",161,5,36%,,,35%,,"33,900",18%
OL16 3,"217,969",217,9,18%,,,10%,,"41,100",13%
OL16 4,"277,736",234,11,16%,,,18%,,"37,600",11%
OL16 5,"155,905",141,3,23%,,,16%,,"34,700",33%
OL2 5,"239,665",240,7,16%,,,9%,,"39,200",17%
OL2 6,"229,554",235,10,14%,,,12%,,"39,100",10%
OL2 7,"243,413",235,8,11%,,,3%,,"38,300",16%
OL2 8,"251,478",241,7,13%,,,-8%,,"39,600",19%
OL3 5,"462,972",308,6,11%,,,15%,,"49,200",2%
OL3 6,"321,154",298,4,25%,,,7%,,"48,100",5%
OL3 7,"391,954",323,4,15%,,,10%,,"47,600",6%
OL4 2,"226,947",213,6,13%,,,-6%,,"34,900",13%
OL4 3,"196,835",217,6,29%,,,12%,,"38,000",9%
OL4 4,"350,756",272,7,14%,,,18%,,"45,400",5%
OL4 5,"210,474",215,9,28%,,,6%,,"37,800",17%
OL5 0,"215,708",223,5,15%,,,11%,2,"41,800",13%
OL5 9,"231,198",245,7,15%,,,-1%,,"42,000",10%
OL6 6,"215,233",216,6,23%,,,10%,,"37,100",17%
OL6 8,"277,774",241,8,15%,,,12%,,"38,000",20%
OL6 9,"221,570",231,8,24%,,,10%,,"38,400",10%
OL7 0,,160,2,78%,,,12%,1,"29,900",24%
OL7 9,"233,870",223,8,29%,,,18%,,"35,600",26%
OL8 1,"156,495",128,4,40%,,,31%,,"34,900",40%
OL8 2,"189,389",192,4,16%,,,23%,,"34,200",35%
OL8 3,"221,221",200,6,23%,,,17%,,"35,300",27%
OL8 4,"180,000",192,4,20%,,,30%,,"36,500",27%
OL9 0,"251,181",247,5,17%,,,12%,,"40,700",19%
OL9 7,"174,500",164,4,43%,,,15%,,"36,400",31%
OL9 8,"222,110",218,10,40%,,,12%,,"35,000",14%
OL9 9,"257,406",255,4,13%,,,-4%,,"39,800",9%
OX1 1,"465,769",656,2,17%,"1,933",5.00%,,545,"56,500",23%
OX1 2,,724,2,21%,,,,234,"62,500",12%
OX1 4,"486,429",535,3,13%,"1,673",4.10%,2%,116,"67,700",26%
OX1 5,"594,000",448,4,14%,,,6%,40,"66,100",5%
OX10 0,"520,371",454,7,13%,,,3%,63,"56,700",3%
OX10 6,"548,280",433,2,4%,,,7%,37,"66,900",8%
OX10 7,"588,355",447,5,13%,,,2%,51,"57,300",10%
OX10 8,"532,917",435,3,19%,,,1%,66,"61,300",11%
OX10 9,"518,693",436,6,14%,,,22%,56,"63,300",10%
OX11 0,"438,844",404,5,13%,,,11%,53,"61,900",8%
OX11 7,"353,618",412,13,45%,,,10%,67,"72,000",9%
OX11 8,"332,652",376,8,23%,,,7%,83,"56,700",21%
OX11 9,"501,102",397,5,5%,,,-52%,49,"63,100",7%
OX12 0,"431,350",355,10,15%,,,8%,65,"59,100",15%
OX12 7,"393,336",357,6,10%,,,5%,63,"54,500",9%
OX12 8,"386,598",353,7,19%,,,5%,71,"60,400",15%
OX12 9,"423,499",343,8,19%,,,8%,68,"54,200",7%
OX13 5,"637,717",403,5,11%,,,7%,46,"67,900",6%
OX13 6,"521,514",391,4,9%,,,6%,40,"65,600",14%
OX14 1,"457,961",406,7,14%,,,4%,94,"62,100",14%
OX14 2,"500,643",437,7,16%,,,-3%,23,"68,400",3%
OX14 3,"389,420",401,7,16%,"1,384",4.30%,4%,62,"63,400",6%
OX14 4,"582,717",392,6,14%,,,10%,50,"61,100",11%
OX14 5,"306,585",364,7,12%,"1,433",5.60%,7%,68,"55,400",19%
OX15 0,"550,748",408,3,7%,,,7%,31,"61,400",2%
OX15 4,"461,828",358,10,13%,,,12%,65,"57,800",8%
OX15 5,"541,042",407,6,18%,,,23%,30,"50,200",7%
OX15 6,"520,278",396,2,9%,,,11%,30,"57,800",6%
OX16 0,"286,923",284,6,18%,,,15%,128,"48,600",34%
OX16 1,"329,791",315,12,23%,"1,210",4.40%,10%,111,"56,700",17%
OX16 2,"315,632",319,4,22%,,,-4%,273,"49,300",23%
OX16 3,"275,142",315,5,16%,,,5%,88,"51,600",7%
OX16 4,"211,752",291,3,9%,,,-1%,151,"51,600",26%
OX16 5,"207,059",286,2,9%,,,-12%,372,"54,100",12%
OX16 9,"413,262",344,8,10%,"1,385",4.00%,6%,82,"54,300",10%
OX17 1,"454,172",361,3,10%,,,5%,43,"57,100",7%
OX17 2,"460,961",349,5,12%,,,16%,37,"48,500",5%
OX17 3,"555,958",363,5,16%,,,15%,39,"54,600",16%
OX18 1,"374,408",352,4,9%,"1,232",3.90%,10%,69,"65,700",11%
OX18 2,"624,091",387,6,20%,,,10%,43,"54,100",14%
OX18 3,"357,381",324,6,29%,,,10%,62,"56,800",15%
OX18 4,"744,087",487,4,11%,,,-4%,68,"56,800",5%
OX2 0,"514,308",536,3,14%,"2,272",5.30%,17%,85,"70,700",7%
OX2 6,"889,200",783,8,26%,"2,280",3.10%,,50,"70,600",8%
OX2 7,"827,400",646,6,15%,"2,038",3.00%,-3%,59,"78,000",10%
OX2 8,"657,385",577,5,7%,"1,495",2.70%,-3%,89,"69,500",15%
OX2 9,"535,249",459,8,12%,"1,676",3.80%,5%,46,"71,000",5%
OX20 1,"604,138",491,4,10%,,,12%,57,"61,400",8%
OX25 2,"426,452",358,3,7%,,,113%,84,"67,300",8%
OX25 5,"492,778",349,3,10%,,,16%,88,"61,400",7%
OX26 1,"458,077",366,7,18%,,,6%,977,"67,000",4%
OX26 2,"352,500",366,5,14%,,,8%,51,"59,700",14%
OX26 3,"365,700",400,11,36%,,,8%,52,"75,300",11%
OX26 4,"335,294",373,4,27%,,,7%,60,"62,200",11%
OX26 6,"325,712",391,10,16%,"1,237",4.60%,7%,157,"65,000",16%
OX27 0,,362,,,,,,30,"56,200",16%
OX27 7,"434,583",358,,,,,,158,"64,000",9%
OX27 8,"404,306",376,3,13%,,,-18%,37,"67,400",14%
OX28 1,"379,546",358,8,19%,,,12%,49,"55,300",10%
OX28 3,"329,996",404,5,33%,,,5%,31,"55,300",11%
OX28 4,"290,495",351,6,37%,,,-2%,233,"50,400",13%
OX28 5,"359,398",380,9,24%,,,18%,52,"55,900",17%
OX28 6,"313,793",364,3,8%,"1,199",4.60%,-3%,154,"50,200",17%
OX29 0,"480,995",359,,,,,,119,"55,700",20%
OX29 4,"524,889",394,4,16%,,,6%,58,"55,800",11%
OX29 6,"625,000",384,2,13%,,,26%,56,"54,500",5%
OX29 7,"499,213",392,4,7%,,,18%,89,"54,800",15%
OX29 8,"486,970",386,6,14%,,,9%,32,"60,800",10%
OX3 0,"554,000",534,5,21%,"1,776",3.80%,6%,61,"73,500",14%
OX3 7,"481,857",484,6,12%,"2,164",5.40%,,89,"65,300",20%
OX3 8,"434,263",451,8,20%,,,4%,93,"66,800",16%
OX3 9,"521,053",454,7,11%,,,-5%,130,"58,900",7%
OX33 1,"649,542",441,9,19%,,,6%,65,"60,300",5%
OX39 4,"572,241",459,6,19%,,,8%,47,"59,900",10%
OX4 1,"556,892",571,8,14%,"2,956",6.40%,10%,153,"62,200",14%
OX4 2,"410,270",450,6,12%,"1,513",4.40%,6%,95,"65,600",37%
OX4 3,"434,268",472,9,16%,"1,852",5.10%,1%,129,"63,000",14%
OX4 4,"430,703",427,4,7%,,,7%,143,"59,500",19%
OX4 6,,352,2,13%,,,14%,145,"49,600",39%
OX44 7,"514,594",417,3,6%,,,2%,34,"60,200",6%
OX44 9,"571,919",454,2,14%,,,,43,"58,400",9%
OX49 5,"501,579",459,3,12%,,,-1%,48,"55,100",5%
OX5 1,"416,554",415,11,25%,"1,353",3.90%,10%,51,"59,800",14%
OX5 2,"469,852",411,8,15%,,,11%,61,"60,100",4%
OX5 3,"488,462",389,2,8%,,,-3%,43,"65,200",6%
OX7 3,"620,497",416,5,33%,,,17%,37,"54,400",12%
OX7 4,"688,333",438,2,15%,,,,73,"57,700",6%
OX7 5,"409,741",383,11,17%,,,10%,77,"49,300",7%
OX7 6,"727,407",456,6,18%,,,-2%,44,"53,300",7%
OX7 7,"506,364",373,2,13%,,,,30,"58,100",3%
OX9 2,"695,357",484,5,26%,,,1%,58,"54,900",16%
OX9 3,"500,889",462,8,14%,"1,470",3.50%,6%,59,"55,900",12%
PE1 1,,228,,,"1,028",,,"4,701","41,500",15%
PE1 2,"202,981",182,6,11%,858,5.10%,-9%,224,"40,900",14%
PE1 3,"235,303",225,7,12%,994,5.10%,14%,129,"38,900",24%
PE1 4,"257,848",248,7,8%,"1,076",5.00%,4%,150,"39,100",23%
PE1 5,"188,148",214,4,10%,880,5.60%,14%,193,"40,600",19%
PE10 0,"315,138",251,16,11%,997,3.80%,7%,51,"44,000",10%
PE10 2,"266,762",254,3,10%,,,-79%,,,1%
PE10 9,"278,933",257,11,10%,"1,000",4.30%,8%,60,"44,000",9%
PE11 1,"217,645",205,7,7%,,,3%,133,"43,900",8%
PE11 2,"233,779",207,10,12%,,,8%,101,"41,400",8%
PE11 3,"256,024",224,10,6%,,,12%,64,"42,700",16%
PE11 4,"293,227",224,9,7%,,,10%,59,"37,900",9%
PE12 0,"366,357",243,3,3%,,,17%,46,"38,100",7%
PE12 6,"332,220",240,7,6%,,,5%,46,"40,200",6%
PE12 7,"248,951",226,7,5%,741,3.60%,,76,"36,500",8%
PE12 8,"325,667",239,5,8%,,,-7%,47,"37,200",7%
PE12 9,"275,153",221,11,7%,,,6%,72,"34,700",10%
PE13 1,"177,103",191,2,4%,682,4.60%,9%,338,"40,900",15%
PE13 2,"237,715",211,6,5%,,,1%,159,"41,000",15%
PE13 3,"195,120",208,5,5%,845,5.20%,7%,116,"40,700",18%
PE13 4,"313,821",230,7,8%,,,16%,87,"39,800",8%
PE13 5,"302,235",242,3,4%,,,-14%,69,"39,500",9%
PE14 0,"268,787",248,4,5%,,,18%,100,"39,800",15%
PE14 7,"333,622",237,4,5%,,,-5%,59,"40,500",7%
PE14 8,"328,194",241,5,8%,,,13%,60,"39,800",12%
PE14 9,"298,442",244,2,2%,,,-5%,46,"39,700",8%
PE15 0,"349,803",259,9,5%,,,8%,86,"44,400",8%
PE15 8,"260,540",245,8,4%,919,4.20%,4%,96,"40,900",7%
PE15 9,"277,472",253,8,6%,913,3.90%,13%,77,"39,700",9%
PE16 6,"274,837",257,10,6%,,,11%,60,"44,000",10%
PE19 0,"429,450",332,,,,,,,,
PE19 1,"301,667",336,6,18%,,,5%,79,"45,600",17%
PE19 2,"309,242",314,9,21%,,,8%,78,"46,800",17%
PE19 5,"422,345",333,5,11%,,,4%,39,"53,800",6%
PE19 6,"430,268",333,11,13%,"1,172",3.30%,9%,73,"55,300",15%
PE19 7,"387,647",351,6,31%,,,5%,28,"52,700",4%
PE19 8,"348,039",337,7,21%,,,,85,"48,000",15%
PE2 5,"217,146",241,9,15%,977,5.40%,-2%,120,"43,600",19%
PE2 6,"345,700",290,4,17%,,,9%,151,"52,500",5%
PE2 7,"368,762",287,6,16%,,,3%,88,"50,200",5%
PE2 8,"249,747",263,23,16%,"1,124",5.40%,5%,152,"44,900",20%
PE2 9,"225,881",235,11,11%,903,4.80%,1%,122,"46,100",13%
PE20 1,"264,542",209,6,8%,,,-2%,71,"38,100",7%
PE20 2,"270,122",210,3,7%,,,19%,48,"38,100",16%
PE20 3,"284,418",220,5,11%,,,6%,56,"38,300",11%
PE21 0,"187,527",192,6,10%,,,13%,65,"38,700",19%
PE21 6,"158,815",135,4,12%,,,15%,417,"40,200",25%
PE21 7,"240,717",202,9,10%,,,10%,97,"45,000",14%
PE21 8,"148,140",155,12,13%,679,5.50%,4%,171,"38,300",21%
PE21 9,"232,758",201,9,11%,,,-4%,77,"42,100",6%
PE22 0,"284,732",230,2,3%,,,17%,37,"36,700",7%
PE22 7,"285,830",208,4,9%,,,7%,41,"36,600",5%
PE22 8,"306,925",220,4,9%,,,8%,41,"34,900",11%
PE22 9,"315,270",205,3,10%,,,22%,60,"36,400",10%
PE23 4,"361,706",250,3,8%,,,24%,47,"40,100",5%
PE23 5,"251,519",215,5,8%,,,19%,77,"33,500",8%
PE24 4,"254,018",212,2,4%,,,-1%,78,"32,000",16%
PE24 5,"245,576",238,9,5%,,,17%,86,"29,200",3%
PE25 1,"241,535",226,6,5%,,,12%,211,"29,500",7%
PE25 2,"195,197",202,6,6%,,,-1%,301,"29,800",26%
PE25 3,"257,620",202,7,8%,,,3%,212,"29,600",9%
PE26 1,"252,755",262,6,9%,877,4.20%,-13%,90,"44,600",16%
PE26 2,"336,606",277,5,11%,,,4%,54,"47,500",10%
PE27 3,"311,042",347,10,40%,,,11%,45,"51,300",5%
PE27 5,"308,815",346,6,19%,"1,351",5.30%,10%,115,"49,500",6%
PE27 6,"374,286",326,3,14%,,,5%,58,"50,900",12%
PE28 0,"550,667",333,8,13%,,,9%,43,"55,700",5%
PE28 2,"399,514",303,6,8%,,,14%,77,"50,900",7%
PE28 3,"404,147",305,6,9%,,,4%,44,"54,000",6%
PE28 4,"399,541",326,10,9%,"1,490",4.50%,8%,87,"56,300",12%
PE28 5,"370,739",312,7,10%,,,5%,61,"50,300",7%
PE28 9,"501,875",361,4,12%,,,14%,43,"54,900",17%
PE29 1,"316,961",299,7,14%,,,11%,76,"49,500",22%
PE29 2,"363,972",339,8,20%,,,8%,73,"51,700",9%
PE29 3,"226,042",268,6,17%,907,4.80%,-14%,456,"54,400",12%
PE29 6,"372,857",332,8,27%,,,11%,113,"54,400",11%
PE3 6,"392,350",291,5,8%,"1,077",3.30%,7%,156,"50,000",5%
PE3 7,,189,3,30%,,,18%,187,"37,900",35%
PE3 8,"201,760",187,4,10%,,,11%,195,"39,800",20%
PE3 9,"293,981",269,5,11%,,,3%,127,"47,500",20%
PE30 1,"224,997",226,4,9%,,,57%,699,"37,200",16%
PE30 2,"233,177",206,5,11%,,,2%,150,"36,800",58%
PE30 3,"309,655",278,14,14%,,,16%,40,"48,300",5%
PE30 4,"225,655",236,8,15%,901,4.80%,10%,134,"43,100",15%
PE30 5,"180,622",202,5,8%,836,5.60%,1%,153,"37,800",15%
PE31 6,"382,862",323,7,9%,,,5%,28,"39,500",8%
PE31 7,"339,665",343,5,4%,,,17%,40,"36,900",12%
PE31 8,"580,947",437,5,4%,,,28%,35,"41,100",12%
PE32 1,"345,322",273,8,9%,,,20%,44,"43,400",6%
PE32 2,"342,884",300,5,7%,,,9%,40,"42,500",10%
PE33 0,"320,759",249,6,6%,,,5%,35,"47,800",5%
PE33 9,"374,360",248,3,3%,,,17%,32,"45,200",8%
PE34 3,"308,371",248,3,7%,,,11%,60,"40,900",6%
PE34 4,"326,568",255,8,9%,,,13%,40,"40,400",6%
PE36 5,"317,700",322,5,4%,,,4%,88,"36,800",13%
PE36 6,"517,607",380,4,5%,,,1%,51,"37,500",5%
PE37 7,"284,302",270,7,9%,,,12%,79,"37,600",8%
PE37 8,"326,322",279,3,3%,,,5%,73,"41,300",11%
PE38 0,"361,339",260,3,6%,,,5%,43,"41,700",10%
PE38 9,"300,352",268,13,12%,,,9%,67,"40,800",8%
PE4 5,"257,206",274,3,14%,,,11%,50,"47,600",6%
PE4 6,"258,784",251,9,15%,"1,077",5.00%,5%,155,"42,600",12%
PE4 7,"240,399",269,8,10%,981,4.90%,12%,109,"41,200",22%
PE6 0,"321,472",256,7,7%,,,8%,68,"43,900",4%
PE6 7,"329,510",263,9,12%,,,8%,71,"47,700",10%
PE6 8,"309,996",282,13,16%,,,7%,52,"43,400",3%
PE6 9,"408,762",301,7,12%,,,15%,37,"48,100",7%
PE7 1,"267,211",252,11,8%,865,3.90%,9%,74,"40,900",11%
PE7 2,"359,177",255,4,5%,,,8%,62,"45,000",9%
PE7 3,"339,508",284,15,9%,"1,202",4.20%,10%,67,"47,400",10%
PE7 8,"324,381",272,17,9%,"1,339",5.00%,2%,148,"51,600",11%
PE8 4,"388,000",329,8,13%,"1,259",3.90%,11%,58,"49,200",10%
PE8 5,"486,695",319,3,8%,,,39%,26,"48,700",9%
PE8 6,"367,556",282,6,10%,,,7%,48,"52,500",9%
PE9 1,"308,300",315,7,10%,,,13%,63,"40,400",13%
PE9 2,"407,379",376,11,18%,"1,217",3.60%,5%,76,"44,700",10%
PE9 3,"571,557",337,7,12%,,,5%,53,"50,600",11%
PE9 4,"403,703",329,3,7%,,,13%,38,"47,200",8%
PL1 2,"215,588",261,3,13%,"1,069",6.00%,563%,390,"33,800",29%
PL1 3,"234,787",262,6,7%,932,4.80%,15%,206,"37,000",29%
PL1 4,"181,102",249,5,23%,,,5%,170,"36,400",44%
PL1 5,"193,885",184,9,28%,736,4.60%,13%,125,"37,300",19%
PL10 1,"378,393",360,4,9%,,,38%,35,"43,300",7%
PL11 2,"238,846",248,10,27%,,,14%,49,"39,800",24%
PL11 3,"599,615",383,2,5%,,,26%,23,"48,700",3%
PL12 4,"281,582",266,7,14%,,,14%,28,"44,100",7%
PL12 5,"347,497",285,,,,,,30,"49,600",3%
PL12 6,"329,531",279,8,11%,,,7%,42,"46,400",6%
PL13 1,"339,066",323,3,3%,,,51%,57,"39,000",10%
PL13 2,"316,030",336,4,3%,,,-1%,41,"38,800",7%
PL14 3,"241,310",247,8,11%,,,15%,76,"39,500",7%
PL14 4,"326,923",254,5,8%,,,37%,54,"37,900",9%
PL14 5,"306,548",281,4,6%,,,18%,16,"42,300",5%
PL14 6,"267,818",276,3,5%,,,10%,73,"40,600",4%
PL15 7,"345,333",294,4,6%,,,-5%,29,"42,300",2%
PL15 8,"292,006",253,2,3%,,,-11%,45,"40,900",3%
PL15 9,"299,813",257,6,8%,,,10%,44,"41,800",6%
PL16 0,"363,394",298,,,,,,23,"46,300",1%
PL17 7,"334,766",275,5,10%,,,7%,45,"41,500",5%
PL17 8,"272,227",269,3,6%,,,8%,24,"42,100",3%
PL18 9,"319,323",277,6,10%,,,1%,23,"42,200",4%
PL19 0,"320,603",292,5,11%,,,-4%,40,"45,000",6%
PL19 8,"335,266",315,5,8%,,,12%,43,"44,900",8%
PL19 9,"403,302",319,6,10%,,,15%,29,"44,900",4%
PL2 1,"165,539",183,13,26%,,,17%,89,"38,700",17%
PL2 2,"206,600",222,10,47%,,,6%,76,"39,500",37%
PL2 3,"240,177",218,7,31%,,,19%,55,"41,800",11%
PL20 6,"476,481",309,3,7%,,,12%,39,"46,100",1%
PL20 7,"345,886",296,5,12%,,,4%,21,"45,700",7%
PL21 0,"378,180",325,8,9%,,,11%,28,"48,000",5%
PL21 9,"321,903",316,11,20%,,,9%,33,"48,400",1%
PL22 0,"325,695",351,3,7%,,,4%,41,"39,900",9%
PL23 1,"564,347",447,5,5%,,,-4%,26,"40,400",15%
PL24 2,"267,052",255,10,11%,,,18%,47,"38,900",2%
PL25 3,"345,367",311,12,11%,,,9%,40,"42,100",5%
PL25 4,"254,221",248,5,9%,,,17%,98,"37,700",14%
PL25 5,"303,807",254,4,7%,,,-4%,105,"39,000",8%
PL26 6,"414,295",355,5,6%,,,1%,26,"42,600",4%
PL26 7,"319,728",278,5,5%,,,25%,35,"39,000",8%
PL26 8,"289,268",258,10,10%,,,15%,52,"39,200",5%
PL27 6,"582,411",441,6,6%,,,16%,29,"40,500",5%
PL27 7,"424,775",348,5,5%,,,10%,48,"40,900",6%
PL28 8,"656,019",558,4,2%,,,6%,32,"42,000",7%
PL29 3,"502,053",566,2,6%,,,,34,"40,600",10%
PL3 4,"286,724",226,10,20%,958,4.00%,13%,52,"49,200",7%
PL3 5,"374,756",266,9,18%,,,13%,34,"54,400",9%
PL3 6,"223,952",229,12,32%,,,12%,77,"38,800",27%
PL30 3,"397,620",345,3,5%,,,33%,27,"41,600",7%
PL30 4,"436,583",345,3,7%,,,31%,20,"44,600",6%
PL30 5,"547,955",312,3,8%,,,27%,24,"42,600",3%
PL31 1,"236,482",252,5,8%,,,17%,54,"39,900",13%
PL31 2,"279,877",241,6,7%,,,17%,125,"40,600",16%
PL32 9,"303,157",271,3,4%,,,27%,54,"39,400",5%
PL33 9,"275,585",261,2,6%,,,,30,"38,400",4%
PL34 0,"377,718",343,4,9%,,,-1%,30,"38,400",3%
PL35 0,"341,454",365,,,,,,23,"38,400",3%
PL4 0,"182,497",233,3,13%,,,22%,167,"33,900",23%
PL4 6,"205,556",190,6,28%,737,4.30%,15%,100,"38,600",4%
PL4 7,"206,806",186,8,16%,902,5.20%,5%,79,"38,200",11%
PL4 8,"207,250",187,8,18%,794,4.60%,5%,119,"35,600",28%
PL4 9,"174,463",186,9,54%,833,5.70%,18%,94,"36,100",30%
PL5 1,"202,292",223,7,25%,,,16%,74,"37,800",32%
PL5 2,"201,589",226,6,26%,,,13%,66,"36,100",36%
PL5 3,"223,913",240,8,46%,,,22%,67,"39,000",29%
PL5 4,"205,441",220,9,85%,,,17%,66,"38,300",27%
PL6 5,"292,570",276,6,16%,,,14%,39,"42,700",19%
PL6 6,"215,556",229,8,26%,,,24%,52,"42,000",27%
PL6 7,"331,667",293,9,26%,,,13%,29,"50,600",8%
PL6 8,"237,478",264,7,30%,,,9%,65,"41,700",18%
PL7 1,"287,165",279,10,40%,,,9%,27,"47,300",8%
PL7 2,"254,531",292,10,34%,,,8%,33,"47,500",8%
PL7 4,"313,793",282,8,22%,,,9%,33,"47,300",3%
PL7 5,,324,2,19%,,,13%,25,"51,200",5%
PL8 1,"687,245",464,3,7%,,,4%,10,"50,000",7%
PL8 2,"529,330",328,2,11%,,,22%,17,"49,000",12%
PL9 0,"556,071",377,3,13%,,,,15,"50,600",4%
PL9 7,"303,085",294,6,11%,,,10%,62,"47,900",8%
PL9 8,"362,459",293,9,13%,,,11%,36,"48,800",8%
PL9 9,"301,742",296,11,24%,,,12%,28,"47,800",4%
PO1 2,"404,773",398,4,7%,"1,399",4.10%,17%,353,"45,600",11%
PO1 3,"252,146",375,2,3%,"1,286",6.10%,1%,246,"36,600",48%
PO1 5,"222,547",256,8,20%,"1,459",7.90%,7%,140,"43,200",15%
PO10 7,"462,674",427,8,9%,"1,291",3.30%,7%,65,"48,000",11%
PO10 8,"474,372",407,7,8%,,,7%,53,"50,300",8%
PO11 0,"460,348",367,3,2%,"1,322",3.40%,5%,71,"47,100",5%
PO11 9,"381,113",372,9,6%,"1,265",4.00%,5%,70,"38,900",3%
PO12 1,"208,284",248,11,14%,"1,180",6.80%,3%,168,"36,300",26%
PO12 2,"387,358",331,7,7%,,,-2%,56,"47,900",4%
PO12 3,"241,614",286,10,12%,"1,033",5.10%,8%,99,"40,800",8%
PO12 4,"265,127",289,18,21%,"1,091",4.90%,9%,88,"40,900",12%
PO13 0,"297,283",282,15,27%,,,11%,86,"40,400",20%
PO13 8,"346,675",348,6,14%,,,13%,114,"47,300",19%
PO13 9,"362,318",350,10,10%,,,4%,94,"46,600",11%
PO14 1,"310,186",318,6,13%,,,8%,110,"44,600",19%
PO14 2,"408,008",423,8,12%,,,11%,33,"50,500",8%
PO14 3,"472,729",381,5,7%,,,14%,25,"54,100",4%
PO14 4,"363,035",374,7,14%,,,9%,78,"52,500",8%
PO15 5,"415,919",366,8,14%,,,4%,53,"55,700",12%
PO15 6,"336,640",336,6,9%,,,15%,68,"46,000",12%
PO15 7,"377,402",382,9,10%,"1,409",4.50%,8%,85,"63,300",7%
PO16 0,"305,728",309,7,17%,,,3%,148,"46,800",13%
PO16 7,"398,639",336,9,13%,,,5%,97,"51,700",7%
PO16 8,"368,765",374,11,15%,,,8%,41,"48,600",3%
PO16 9,"363,412",373,9,19%,,,14%,57,"46,400",5%
PO17 5,"371,666",340,5,14%,,,2%,82,"56,200",7%
PO17 6,"937,200",429,,,,,,56,"55,900",5%
PO18 0,"568,236",436,4,7%,,,9%,90,"50,200",11%
PO18 8,"535,196",433,4,5%,,,8%,49,"52,100",5%
PO18 9,,531,,,,,,59,"49,200",9%
PO19 1,"453,708",459,3,7%,,,74%,720,"43,900",4%
PO19 3,"437,341",427,7,10%,,,-1%,95,"48,300",12%
PO19 5,"530,864",443,3,10%,,,16%,21,"48,500",2%
PO19 6,"388,843",390,5,8%,"1,617",5.00%,15%,132,"44,900",22%
PO19 7,"373,747",404,6,10%,"1,578",5.10%,4%,131,"44,400",28%
PO19 8,"466,161",411,6,12%,"1,527",3.90%,16%,163,"50,500",16%
PO2 0,"278,364",257,11,23%,,,7%,75,"48,100",4%
PO2 7,"233,715",245,10,22%,"1,081",5.50%,9%,132,"40,300",45%
PO2 8,"217,785",260,7,16%,,,3%,120,"44,800",29%
PO2 9,"275,294",251,6,13%,,,3%,137,"46,400",16%
PO20 0,"375,240",374,13,14%,,,7%,62,"41,500",13%
